Event Number,Occurred/Discovered Date and Time,Occurred Date,Day,Month,Year,Day_of_Week_Name,Day_of_Week_Num,Week_in_Year,Weekend,Latitude,Longitude,Nearest Populated Centre,Province,Population Density,Incident Types,Company,Significant,Product Category,Product Type,Volume Released,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Activity being performed at time of incident,How the incident was discovered,Pipeline or facility equipment involved,Rupture,Pipe body release,Residual effects on the environment,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Kilometre post,Emergency Level,Equipment or component involved,Nominal pipe size,Material,Licensed maximum operating pressure (kPa),Year of installation,Year when put into service,Repair type,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program,STATION_NAME,DISTANCE_WEATHER_STATION_KM,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
INC2010-107,2010-09-30 1:00,2010-09-30,30.0,9.0,2010.0,Thursday,5.0,40.0,0.0,49.98,-109.12,Piapot,Saskatchewan,10 or fewer dwelling units,Release of Substance,Foothills Pipe Lines Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),No,No,No,No,Foothills - Piapot Saskatchewan Compressor Stn,,,,Level I,"Station/Facility, Compression, Pipe",NPS 1/2,,0.0,,,,No,,,No,No,,,No,MAPLE CREEK,50.11167818203341,4024919,13,,2.8,,23.1,,0,,,M,,M,,,32,,33,,0,,5,,36,,94,
INC2010-110,2010-09-30 4:00,2010-09-30,30.0,9.0,2010.0,Thursday,5.0,40.0,0.0,46.37985,-79.46885,North Bay,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,,Level I,"Station/Facility, Compression, Valve",,,,,,Grinding,No,,,No,No,10/5/2010,Repair,No,NORTH BAY A,24.79550931917731,6085700,12.1,,7.5,,16.7,,0.4,,0.4,,0,,0,,0,,0,,0,,5.9,,76,,95,
INC2010-106,2010-09-30 7:00,2010-09-30,30.0,9.0,2010.0,Thursday,5.0,40.0,0.0,49.73149,-87.06539,Geraldton,Ontario,10 or fewer dwelling units,Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,Operation,Employee / Contractor (Onsite),No,No,No,No,LINE 100-3,"1066.80000000, 762.00000000, 863.60000000, 914.40000000",2681.81132,Mainline Valve + Offset (km),Level I,"Pipeline, Valve, Pressure relief, Other (please explain)",,,,,,,No,,,No,No,,,No,GERALDTON A,47.27023607438385,6042716,8.9,,6,,11.7,,0,T,0,T,0,,0,,30,,44,,0,,9.1,,73,,98,
INC2010-111,2010-10-04 10:00,2010-10-04,4.0,10.0,2010.0,Monday,2.0,41.0,0.0,54.0923,-116.62298,Fox Creek,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,NGTL - Kaybob South #3 Meter Station,,,,Level I,"Station/Facility, Metering, Delivering, Valve",,,0.0,,,,No,,,No,No,,,No,PASS CREEK LO,9.636577412846124,3065000,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2010-112,2010-10-06 12:00,2010-10-06,6.0,10.0,2010.0,Wednesday,4.0,41.0,0.0,50.53819444,-107.3048333,Monchy,Saskatchewan,Unknown Population Density (Historical Data Migration),Release of Substance,Foothills Pipe Lines (Saskatchewan) Ltd.,No,Gas,Fuel Gas,,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body",Defect and Deterioration,"Personal factors, Lack of skill, Infrequent performance",Human Factors,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Foothills - Monchy Compressor Stn,,,,Level I,"Station/Facility, Compression, Fitting",,,0.0,,,,No,,,No,No,,,No,BEECHY,9.791280668727648,4020560,12.3,,1,,23.5,,0,,0,,0,,0,,,,,,0,,5.7,,,,,
INC2010-114,2010-10-15 11:00,2010-10-15,15.0,10.0,2010.0,Friday,6.0,42.0,0.0,42.83421028,-80.0417111,Haldimand,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,Enbridge Pipelines Inc.,No,Liquid,Crude Oil - Sweet,17.5,"Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Personal factors, Lack of skill, Infrequent performance",Human Factors,Operation,Employee / Contractor (Onsite),No,No,No,No,Nanticoke Refinery,,,,Level I,,,,,,,,No,,,No,No,,,No,SCOTLAND,25.315815476876296,6147664,9,,2,,16,,0,,0,,0,,0,,,,,,0,,9,,,,,
INC2010-116,2010-10-21 12:15,2010-10-21,21.0,10.0,2010.0,Thursday,5.0,43.0,0.0,46.43231389,-79.4676583,North Bay,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),No,No,No,No,TCPL -  Widdifield Sales Meter Station,,,,Level I,"Station/Facility, Metering, Delivering, Piping",,,,,,,No,,,No,No,,,No,NORTH BAY A,29.31493153022047,6085700,0.8,,-1.9,,3.4,,0,T,0,,0,T,0,,35,E,37,E,0,,17.2,,56,,94,
INC2010-119,2010-10-28 9:00,2010-10-28,28.0,10.0,2010.0,Thursday,5.0,44.0,0.0,50.67645278,-109.9787222,Burstall,Saskatchewan,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,11000.0,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate tools and equipment, Inadequate adjustment or repair or maintenance","Engineering and Planning, Tools and Equipment",Operation,Employee / Contractor (Onsite),Yes,No,No,No,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,,Level I,"Station/Facility, Metering, Delivering, Valve",,,,,,,No,,,No,No,,,No,ACADIA VALLEY,42.65785249275607,3020035,-6.3,,-10.5,,-2,,0,,,M,,M,,,0,,0,,0,,24.3,,92,,96,
INC2010-121,2010-10-30 4:00,2010-10-30,30.0,10.0,2010.0,Saturday,7.0,44.0,1.0,54.83012222,-118.6471944,Grande Prairie,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,NGTL - Gold Creek Compressor Station,,,,Level I,"Station/Facility, Compression, Pipe",NPS 1/2,Stainless Steel,0.0,,,,No,,,No,No,,,No,GRANDE PRAIRIE A,31.465707869301806,3072920,4.7,,-2.1,,11.4,,0,,0,,0,,,,0,,0,,0,,13.3,,40,,81,
INC2010-122,2010-11-01 12:00,2010-11-01,1.0,11.0,2010.0,Monday,2.0,45.0,0.0,50.33116111,-103.6093333,Kendal,Saskatchewan,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Landowner,Yes,No,No,No,,,,Mainline Valve + Offset (km),Level I,"Pipeline, Valve, Ball, Other (please explain)",,,,,,,No,,,No,No,,,No,QU'APPELLE 1,1.6915304910446691,4016322,5,,0,,10,,0,,0,,0,,16,,,,,,0,,13,,,,,
INC2010-128,2010-11-09 12:00,2010-11-09,9.0,11.0,2010.0,Tuesday,3.0,46.0,0.0,54.67993889,-118.9943333,Grovedale,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,1.0,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing;Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate maintenance",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,NGTL - Cutbank Lateral,,,,Level I,"Pipeline, Valve, Ball, Other (please explain)",,,,,,Removal,No,,,No,No,11/17/2010,Repair,No,PINTO LO,28.25821683669277,3075225,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2010-129,2010-11-18 12:00,2010-11-18,18.0,11.0,2010.0,Thursday,5.0,47.0,0.0,43.11360833,-79.463075,Lincoln,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Material Loss, External Material Loss",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate planning of use",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Line 200-1,508,104.8390755,,Level I,"Station/Facility, Compression, Fitting",,,,,,,No,,,No,No,,,No,SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION,5.184605709666412,615S002,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2010-130,2010-11-19 3:30,2010-11-19,19.0,11.0,2010.0,Friday,6.0,47.0,0.0,49.68026111,-87.5951138,Jellicoe,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - Station 77 (Jellicoe Compressor Station),,,,Level I,"Station/Facility, Compression, Compressor",,,,,,,No,,,No,No,,,No,LITTLE FLATLAND ISLAND (AUT),51.884364714720114,6049470,-3.2,,-8.1,,1.7,,12.5,,,M,,M,,,27,,82,,0,,21.2,,84,,100,
INC2010-131,2010-11-20 9:20,2010-11-20,20.0,11.0,2010.0,Saturday,7.0,47.0,1.0,45.27811111,-66.0088056,Saint John,New Brunswick,Unknown Population Density (Historical Data Migration),Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,2.8,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Station/Facility, Metering, Delivering, Fitting",,,,,,,No,,,No,No,,,No,GAGETOWN 2,22.254540195892677,8101800,-2.5,,-6.5,,1.5,,1.6,,0.6,,1,,0,,,,,,0,,20.5,,,,,
INC2010-137,2010-11-20 10:14,2010-11-20,20.0,11.0,2010.0,Saturday,7.0,47.0,1.0,50.33177,-103.60955,Kendal,Saskatchewan,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,Mainline Valve + Offset (km) MLV 19,Level I,"Pipeline, Valve, Pressure relief, Diaphragm",,,,,,,No,,,No,No,11/20/2010,,No,QU'APPELLE 1,1.6659421822396037,4016322,-22,,-28,,-16,,6.6,,0,,6.6,,24,,,,,,0,,40,,,,,
INC2010-135,2010-11-22 11:00,2010-11-22,22.0,11.0,2010.0,Monday,2.0,48.0,0.0,54.86820278,-120.6479722,Tumbler Ridge,British Columbia,Unknown Population Density (Historical Data Migration),Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Grizzly Pipeline,"273.10000000, 508.00000000, 610.00000000",160.6451852,Mile Post 13.6,Level I,"Pipeline, Valve, Pressure relief, Stem",,,,,,,No,,,No,No,,,No,MISTANUSK CREEK,70.84421641543051,3074582,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2010-141,2010-11-26 5:44,2010-11-26,26.0,11.0,2010.0,Friday,6.0,48.0,0.0,49.98,-109.12,Piapot,Saskatchewan,Unknown Population Density (Historical Data Migration),Release of Substance,Foothills Pipe Lines (Saskatchewan) Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Station/Facility, Compression, Valve",,,,,,,No,,,No,No,11/26/2010,,No,MAPLE CREEK,50.11167818203341,4024919,0.9,,-4,,5.7,,0,,,M,,M,12,,27,,65,,0,,17.1,,52,,73,
INC2010-143,2010-11-29 9:15,2010-11-29,29.0,11.0,2010.0,Monday,2.0,49.0,0.0,49.55266,-108.3695,Shaunavon,Saskatchewan,Unknown Population Density (Historical Data Migration),Release of Substance,Foothills Pipe Lines Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate maintenance",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Station/Facility, Compression, Valve",,,,,,,No,,,No,No,,,No,EASTEND CYPRESS (AUT),36.171731752202334,4032322,-12.7,,-17,,-8.3,,0,,,M,,M,39,,34,,39,,0,,30.7,,80,,87,
INC2010-145,2010-11-30 7:30,2010-11-30,30.0,11.0,2010.0,Tuesday,3.0,49.0,0.0,51.93893056,-112.0749444,Hanna,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing;Damage or deterioration mechanism, Construction, Defective Other Joint","Defect and Deterioration, Equipment Failure","Job or system factors, Excessive wear and tear, Improper loading or rate of use;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Station/Facility, Compression, Valve, Pressure relief, Other (please explain)",,,,,,,No,,,No,No,,,No,HALKIRK AGCM,14.195294823687403,3012999,-14.8,,-18.6,,-11,,0.5,,,M,,M,,,,M,,M,0,,32.8,,86,,92,
INC2010-147,2010-12-01 8:30,2010-12-01,1.0,12.0,2010.0,Wednesday,4.0,49.0,0.0,45.886624,-66.551134,Lincoln,New Brunswick,11 to 45 dwelling units,Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,0.5,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Fredericton Meter Station,,,,Level I,"Station/Facility, Metering, Delivering, Valve",,,0.0,2000.0,,,No,,,No,No,,,No,MACTAQUAC PROV PARK,35.034807707052614,8102536,-1,,-6,,4,,1,,1,,0,,16,,,,,,0,,19,,,,,
INC2010-148,2010-12-03 11:00,2010-12-03,3.0,12.0,2010.0,Friday,6.0,49.0,0.0,50.605125,-108.7085556,Cabri,Saskatchewan,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Station/Facility, Compression, Valve",,,,,,,No,,,No,No,,,No,LEADER AIRPORT,42.490505034431926,402DAF0,-10.9,,-14.7,,-7.1,,0.6,,,M,,M,,,0,,0,,0,,28.9,,86,,92,
INC2010-150,2010-12-06 4:00,2010-12-06,6.0,12.0,2010.0,Monday,2.0,50.0,0.0,45.71830278,-79.4368138,Sundridge,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Station/Facility, Compression, Auxiliary device(s) (please explain)",,,,,,Rebuilt,No,,,No,No,12/6/2010,Repair,No,NIPISSING,39.21801995464284,6115669,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2010-153,2010-12-08 5:00,2010-12-08,8.0,12.0,2010.0,Wednesday,4.0,50.0,0.0,50.39316667,-104.4093611,Regina,Saskatchewan,10 or fewer dwelling units,Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,2.8,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - Station 17 (Regina Compressor Station),,,,Level I,"Station/Facility, Compression, Compressor",,,0.0,,,,No,,,No,No,,,No,REGINA GILMOUR,8.75008805630152,4016651,,,,,,,0,T,0,,0,T,28,,,,,,,,,,,,,
INC2010-156,2010-12-12 1:30,2010-12-12,12.0,12.0,2010.0,Sunday,1.0,51.0,1.0,56.14630278,-120.6691694,Taylor,British Columbia,46 or more dwelling units,"Release of Substance, Adverse Environmental Effects","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Miscellaneous,Contaminated Water,,"Damage or deterioration mechanism, Other Causes, Unknown",Other Causes,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,Operation,,Yes,No,No,No,,,,,Level I,,,,,,,,No,,,No,No,,,No,FORT ST JOHN A,14.099212084793775,1183000,-17.4,,-19.4,,-15.4,,3,,0,,3,,21,,0,,0,,0,,35.4,,,M,,M
INC2010-155,2010-12-13 10:30,2010-12-13,13.0,12.0,2010.0,Monday,2.0,51.0,0.0,49.70361,-87.41084,Jellicoe,Ontario,10 or fewer dwelling units,Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - MLV 78,,,Mainline Valve + Offset (km),Level I,,,,,,,,No,,,No,No,,,No,LITTLE FLATLAND ISLAND (AUT),64.51934998009615,6049470,,M,,M,,M,0,,,M,,M,25,,4,,48,,,M,,M,,,,
INC2010-157,2010-12-15 4:00,2010-12-15,15.0,12.0,2010.0,Wednesday,4.0,51.0,0.0,44.663897,-63.568182,Dartmouth,Nova Scotia,Unknown Population Density (Historical Data Migration),Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,1.0,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Tuffs Cove MS,,,,Level I,"Station/Facility, Metering, Delivering, Valve",,,,,,,No,,,No,No,,,No,POCKWOCK LAKE,23.296177714350534,8204453,2,,0,,4,,0,,0,,0,,0,,,,,,0,,16,,,,,
INC2010-159,2010-12-16 4:30,2010-12-16,16.0,12.0,2010.0,Thursday,5.0,51.0,0.0,54.50731,-116.44281,Fox Creek,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate reparative, Part substitution",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Raspberry Lake MS,,,Legal Subdivision 64-17 W5,Level I,"Station/Facility, Metering, Delivering, Valve",,,,,,,No,,,No,No,,,No,SWEATHOUSE LO,4.774774768407953,3076320,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2010-164,2010-12-21 4:00,2010-12-21,21.0,12.0,2010.0,Tuesday,3.0,52.0,0.0,54.65256,-114.52778,Jarvie,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Pipeline, Valve, Pressure relief, Other (please explain)",,,,,,,No,,,No,No,,,No,SALTEAUX,15.39294499068375,3065693,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2011-004,2011-01-12 2:00,2011-01-12,12.0,1.0,2011.0,Wednesday,4.0,3.0,0.0,46.84822454,-79.8090245,Marten River,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,192.0,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,Kilometer Post 112,Level I,"Station/Facility, Compression, Pipe",,,,,,,No,,,No,No,,,No,EARLTON CLIMATE,67.00027644482483,6072230,-12.6,,-15.7,,-9.4,,0.2,,,M,,M,,,33,,44,,0,,30.6,,80,,94,
