Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Land Use,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program
INC2009-075,Release of Substance,7/31/2009,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,55.12549,40,Natural Gas - Sweet,Gas,No,2009,2009/07/30 04:45:00 PM Mountain,2009/07/30 04:45:00 PM Mountain,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),8/1/2012,Yes,No,Release of Substance,Natural Gas - Sweet,40,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Auxiliary power unit",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,7/30/2009,No,NULL,NULL,No,No,7/30/2009,NULL,No
INC2009-076,Release of Substance,8/4/2009,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.58571,2.9,Natural Gas - Sweet,Gas,No,2009,2009/08/01 03:52:00 PM Mountain,2009/08/01 03:52:00 PM Mountain,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),7/23/2012,Yes,No,Release of Substance,Natural Gas - Sweet,2.9,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NGTL - Ansell Meter Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Metering, Delivering, Piping",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Rebuilt,NULL,No,NULL,NULL,No,No,NULL,Repair,No
INC2009-078,Operation Beyond Design Limits,8/10/2009,Sarnia,Ontario,Enbridge Pipelines Inc.,Closed,42.97521,Not Applicable,Not Applicable,Not Applicable,No,2009,2009/08/09 09:30:00 PM Mountain,2009/08/09 09:30:00 PM Mountain,"Substandard Conditions, Weather Related, High winds",External Interference,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),7/23/2012,Yes,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Excessive Vibration,NULL,0,OPR,Enbridge Sarnia Terminal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Standard Review - 168 days,No,NULL,"Storage, Tank, Aboveground",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2009-079,Operation Beyond Design Limits,8/11/2009,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56925,Not Applicable,Not Applicable,Not Applicable,No,2009,2009/08/10 01:00:00 PM Pacific,2009/08/10 01:00:00 PM Pacific,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring","Inadequate Supervision, Maintenance",NULL,NULL,Operation,NULL,8/16/2012,Yes,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,PPR,WEI - Pine River Gas Plant,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Auxiliary power unit",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2009-080,Fire,8/11/2009,Bowmanville,Ontario,TransCanada PipeLines Limited,Closed,43.96006,Not Applicable,Not Applicable,Not Applicable,No,2009,2009/08/11 11:17:00 AM Mountain,2009/08/11 11:17:00 AM Mountain,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,NULL,NULL,Maintenance,Employee / Contractor (Onsite),12/22/2010,Yes,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,TCPL - Station 134 (Bowmanville Compressor Stn),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Standard Review - 168 days,No,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2009-084,Release of Substance,8/24/2009,Williams Lake,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,52.12922,Not Provided,Natural Gas - Sweet,Gas,No,2009,NULL,2009/08/24 02:00:00 PM Mountain,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),8/15/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,WEI - Compressor Station 6A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Fitting",NULL,NPS 2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2009-086,Release of Substance,9/2/2009,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,51.66911,0.5,Natural Gas - Sweet,Gas,No,2009,2009/08/31 04:00:00 PM Mountain,2009/08/31 04:00:00 PM Mountain,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),7/23/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0.5,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NGTl - Hanna South Meter Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Metering, Delivering, Valve",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,9/2/2009,No,NULL,NULL,No,No,9/2/2009,Replacement,No
INC2009-087,Release of Substance,9/2/2009,Zama Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,59.05953,10,Natural Gas - Sweet,Gas,No,2009,2009/09/01 10:00:00 AM Mountain,2009/09/01 10:00:00 AM Mountain,"Damage or deterioration mechanism, Material Loss, External Material Loss",Corrosion and Cracking,"Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications",Tools and Equipment,NULL,NULL,Operation,Employee / Contractor (Onsite),7/27/2012,Yes,No,Release of Substance,Natural Gas - Sweet,10,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,Legal Subdivision 12-12-116-W6M,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 8,Carbon Steel,359 - X52,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,9/6/2009,No,NULL,NULL,No,No,9/6/2009,Replacement,No
INC2009-088,Release of Substance,9/2/2009,Burstall,Saskatchewan,Foothills Pipe Lines Ltd.,Closed,50.65584,566.3,Natural Gas - Sweet,Gas,No,2009,2009/09/01 08:00:00 PM Central,2009/09/01 08:00:00 PM Central,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),7/30/2012,Yes,No,Release of Substance,Natural Gas - Sweet,566.3,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Foothills - Empress De/Re Facility,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Fitting, Branch connection, Weld",NULL,NPS 1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2009-089,Release of Substance,9/3/2009,Savona,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,50.74862,12,Fuel Gas,Gas,No,2009,2009/09/02 12:00:00 AM Mountain,2009/09/02 08:30:00 PM Pacific,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,NULL,NULL,Operation,Employee / Contractor (Onsite),12/4/2013,Yes,No,Release of Substance,Fuel Gas,12,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,WEI - Compressor Station 7 - Savonna,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Valve",NULL,NPS 1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2009-090,Release of Substance,9/4/2009,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.8308,100,Fuel Gas,Gas,No,2009,2009/09/04 01:30:00 PM Mountain,2009/09/04 01:30:00 PM Mountain,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),7/30/2012,Yes,No,Release of Substance,Fuel Gas,100,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NGTL - Gold Creek Compressor Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Valve, Pressure relief, Diaphragm",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,9/8/2009,No,NULL,NULL,No,No,9/8/2009,Replacement,No
INC2009-092,Fire,9/10/2009,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54735,Not Applicable,Not Applicable,Not Applicable,No,2009,2009/09/10 01:50:00 AM Mountain,2009/09/10 01:50:00 AM Mountain,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),7/30/2012,Yes,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Edmonton Terminal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Pumping, Auxiliary device(s) (please explain)",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2009-101,Fire,9/17/2009,Strome,Alberta,Enbridge Pipelines Inc.,Closed,52.93032,Not Applicable,Not Applicable,Not Applicable,No,2009,2009/09/17 02:10:00 AM Mountain,2009/09/17 02:10:00 AM Mountain,"Damage or deterioration mechanism, External Interference, Third Party",External Interference,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,NULL,NULL,Operation,Employee / Contractor (Onsite),7/27/2012,Yes,No,Fire,NULL,NULL,NULL,No,NULL,Housekeeping,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,EPI - Strome Pump Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Pumping, Auxiliary power unit",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Rebuilt,9/18/2009,No,NULL,NULL,No,No,9/18/2009,Repair,No
INC2009-095,"Explosion, Fire, Release of Substance",9/12/2009,Englehart,Ontario,TransCanada PipeLines Limited,Closed,47.912847,3420000,Natural Gas - Sweet,Gas,Yes,2009,2009/09/12 01:00:00 PM Central,2009/09/12 01:15:00 PM Central,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate planning of use;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring;Job or system factors, Inadequate maintenance, Inadequate reparative, Scheduling of work",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),6/29/2012,Yes,Yes,"Explosion, Fire, Release of Substance",Natural Gas - Sweet,3420000,Yes,No,Under Investigation or Unknown,Under Investigation or Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,LINE 100-2,"508.00000000, 609.60000000, 762.00000000, 863.60000000, 914.40000000",3393.42642,Natural Gas,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Kilometer Post 107+5.4km,Level III,Category C,Yes,NULL,"Pipeline, Pipe, Body",NULL,NPS 36,Carbon Steel,NULL,NULL,9.1 mm = 0.358 in,NULL,NULL,6895,NULL,NULL,NULL,0.6,1973,1973,1973,NULL,NULL,NULL,NULL,3 o'clock,External,Polyethylene Tape Wrap,Disbonded,NULL,NULL,No,Replacement,9/26/2009,No,NULL,NULL,No,No,9/26/2009,Replacement,No
INC2009-096,Release of Substance,9/13/2009,Ste. Anne,Manitoba,TransCanada PipeLines Limited,Closed,49.71929,Not Provided,Natural Gas - Sweet,Gas,No,2009,NULL,2009/09/12 05:26:00 PM Mountain,"Damage or deterioration mechanism, Cracking, Hydrogen-induced Cracking",Corrosion and Cracking,"Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Maintenance, Standards and Procedures",NULL,NULL,Operation,Employee / Contractor (Onsite),12/8/2016,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,LINE 100-2,"508.00000000, 609.60000000, 762.00000000, 863.60000000, 914.40000000",3393.42642,Natural Gas,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Mainline Valve + Offset (km) #41 +22.8 and 22.9,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Girth weld",CSA,NPS 36,Carbon Steel,NULL,NULL,11.0 mm = 0.432 in,NULL,NULL,6895,NULL,NULL,NULL,1.2,1972,NULL,NULL,NULL,NULL,NULL,NULL,6 o'clock,External,Asphalt Mastic,Disbonded,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2009-100,Explosion,9/14/2009,Maple,Ontario,TransCanada PipeLines Limited,Closed,43.87381,Not Applicable,Not Applicable,Not Applicable,No,2009,2009/09/13 12:00:00 AM Eastern,2009/09/14 12:00:00 PM Eastern,"Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units;Job or system factors, Inadequate maintenance, Inadequate reparative, Part substitution;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules","Maintenance, Standards and Procedures",NULL,NULL,Operation,Employee / Contractor (Onsite),2/25/2014,Yes,No,Explosion,NULL,NULL,NULL,No,Battery Explosion,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,TCPL - Station 130 (Maple Compressor Station),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Auxiliary power unit",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2009-102,Release of Substance,9/18/2009,Fairview,Alberta,NOVA Gas Transmission Ltd.,Closed,56.36855,Not Provided,Natural Gas - Sweet,Gas,No,2009,2009/09/17 08:23:00 AM Mountain,2009/09/17 08:23:00 AM Mountain,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),8/3/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NGTL - Neptune Meter Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Pipe",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2009-103,Release of Substance,9/18/2009,Falcon Lake,Manitoba,TransCanada PipeLines Limited,Closed,49.68123,0.1,Natural Gas - Sweet,Gas,No,2009,2009/09/18 11:00:00 AM Mountain,2009/09/18 11:00:00 AM Mountain,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,NULL,NULL,Maintenance,Employee / Contractor (Onsite),7/23/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0.1,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,LINE 100-2,"508.00000000, 609.60000000, 762.00000000, 863.60000000, 914.40000000",3393.42642,Natural Gas,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Pipe",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2009-104,Release of Substance,9/20/2009,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,53.96117,63000,Natural Gas - Sweet,Gas,Yes,2009,2009/09/19 11:59:00 PM Mountain,2009/09/19 11:59:00 PM Mountain,"Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,NULL,NULL,Operation,Employee / Contractor (Onsite),8/2/2012,Yes,No,Release of Substance,Natural Gas - Sweet,63000,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NGTL - Knight Compressor Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Valve",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Rebuilt,9/20/2009,No,NULL,NULL,No,No,9/20/2009,Repair,No
INC2009-106,Release of Substance,9/23/2009,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14625,68,Natural Gas - Sour,Gas,Yes,2009,2009/09/22 02:08:00 PM Mountain,2009/09/22 02:09:00 PM Mountain,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,NULL,Processing,Operation,NULL,8/29/2017,Yes,No,Release of Substance,Natural Gas - Sour,68,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,PPR,WEI - McMahon Gas Plant (Taylor Gas Plant),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level II,Category B,Yes,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
